CODE_STATION	TYPO_NATIONALE	TG_BV	PERIODE_DEBUT	PERIODE_FIN
03261600	TP12-B	NON	2013	2013
03261600	TP12-B	NON	2014	2014
03261600	TP12-B	NON	2015	2015
03261600	TP12-B	NON	2016	2016
03261600	TP12-B	NON	2017	2017
03261600	TP12-B	NON	2018	2018
03261600	TP12-B	NON	2019	2019
03261600	TP12-B	NON	2020	2020
03261600	TP12-B	NON	2021	2021
03261600	TP12-B	NON	2022	2022
03261600	TP12-B	NON	2023	2023
03261600	TP12-B	NON	2024	2024
03261600	TP12-B	NON	2025	2025
03264000	TP12-B	NON	2007	2007
03264000	TP12-B	NON	2008	2008
03264000	TP12-B	NON	2009	2009
03264000	TP12-B	NON	2010	2010
03264000	TP12-B	NON	2011	2011
03264000	TP12-B	NON	2012	2012
03264000	TP12-B	NON	2013	2013
03264000	TP12-B	NON	2014	2014
03264000	TP12-B	NON	2015	2015
03264000	TP12-B	NON	2016	2016
03264000	TP12-B	NON	2017	2017
03264000	TP12-B	NON	2018	2018
03264000	TP12-B	NON	2019	2019
03264000	TP12-B	NON	2020	2020
03264000	TP12-B	NON	2021	2021
03264000	TP12-B	NON	2022	2022
03264000	TP12-B	NON	2023	2023
03264000	TP12-B	NON	2024	2024
03264000	TP12-B	NON	2025	2025
03264965	P12-B	NON	1987	1987
03264965	P12-B	NON	1988	1988
03264965	P12-B	NON	1989	1989
03264965	P12-B	NON	1990	1990
03264965	P12-B	NON	1991	1991
03264965	P12-B	NON	1992	1992
03264965	P12-B	NON	1993	1993
03264965	P12-B	NON	1994	1994
03264965	P12-B	NON	1995	1995
03264965	P12-B	NON	1996	1996
03264965	P12-B	NON	1997	1997
03264965	P12-B	NON	1998	1998
03264965	P12-B	NON	1999	1999
03264965	P12-B	NON	2000	2000
03264965	P12-B	NON	2001	2001
03264965	P12-B	NON	2002	2002
03264965	P12-B	NON	2003	2003
03264965	P12-B	NON	2004	2004
03264965	P12-B	NON	2005	2005
03264965	P12-B	NON	2006	2006
03264965	P12-B	NON	2007	2007
03264965	P12-B	NON	2008	2008
03264965	P12-B	NON	2009	2009
03264965	P12-B	NON	2010	2010
03264965	P12-B	NON	2011	2011
03264965	P12-B	NON	2012	2012
03264965	P12-B	NON	2013	2013
03264965	P12-B	NON	2014	2014
03264965	P12-B	NON	2015	2015
03264965	P12-B	NON	2016	2016
03264965	P12-B	NON	2017	2017
03264965	P12-B	NON	2018	2018
03264965	P12-B	NON	2019	2019
03264965	P12-B	NON	2020	2020
03264965	P12-B	NON	2021	2021
03264965	P12-B	NON	2022	2022
03264965	P12-B	NON	2023	2023
03264965	P12-B	NON	2024	2024
03264965	P12-B	NON	2025	2025
03265600	P12-B	NON	1982	1982
03265600	P12-B	NON	1983	1983
03265600	P12-B	NON	1984	1984
03265600	P12-B	NON	1985	1985
03265600	P12-B	NON	1986	1986
03265600	P12-B	NON	1987	1987
03265600	P12-B	NON	1988	1988
03265600	P12-B	NON	1989	1989
03265600	P12-B	NON	1990	1990
03265600	P12-B	NON	1991	1991
03265600	P12-B	NON	1992	1992
03265600	P12-B	NON	1993	1993
03265600	P12-B	NON	1994	1994
03265600	P12-B	NON	1995	1995
03265600	P12-B	NON	1996	1996
03265600	P12-B	NON	1997	1997
03265600	P12-B	NON	1998	1998
03265600	P12-B	NON	1999	1999
03265600	P12-B	NON	2000	2000
03265600	P12-B	NON	2001	2001
03265600	P12-B	NON	2002	2002
03265600	P12-B	NON	2003	2003
03265600	P12-B	NON	2004	2004
03265600	P12-B	NON	2005	2005
03265600	P12-B	NON	2006	2006
03265600	P12-B	NON	2007	2007
03265600	P12-B	NON	2008	2008
03265600	P12-B	NON	2009	2009
03265600	P12-B	NON	2010	2010
03265600	P12-B	NON	2011	2011
03265600	P12-B	NON	2012	2012
03265600	P12-B	NON	2013	2013
03265600	P12-B	NON	2014	2014
03265600	P12-B	NON	2015	2015
03265600	P12-B	NON	2016	2016
03265600	P12-B	NON	2017	2017
03265600	P12-B	NON	2018	2018
03265600	P12-B	NON	2019	2019
03265600	P12-B	NON	2020	2020
03265600	P12-B	NON	2021	2021
03265600	P12-B	NON	2022	2022
03265600	P12-B	NON	2023	2023
03265600	P12-B	NON	2024	2024
03265710	TP12-B	NON	2012	2012
03265710	TP12-B	NON	2013	2013
03265710	TP12-B	NON	2014	2014
03265710	TP12-B	NON	2015	2015
03265710	TP12-B	NON	2016	2016
03265710	TP12-B	NON	2017	2017
03265710	TP12-B	NON	2018	2018
03265710	TP12-B	NON	2019	2019
03265710	TP12-B	NON	2020	2020
03265710	TP12-B	NON	2021	2021
03265710	TP12-B	NON	2022	2022
03265710	TP12-B	NON	2023	2023
03265710	TP12-B	NON	2024	2024
03265710	TP12-B	NON	2025	2025
03265993	P12-B	NON	1988	1988
03265993	P12-B	NON	1989	1989
03265993	P12-B	NON	1990	1990
03265993	P12-B	NON	1991	1991
03265993	P12-B	NON	1992	1992
03265993	P12-B	NON	1993	1993
03265993	P12-B	NON	1994	1994
03265993	P12-B	NON	1995	1995
03265993	P12-B	NON	1996	1996
03265993	P12-B	NON	1997	1997
03265993	P12-B	NON	1998	1998
03265993	P12-B	NON	1999	1999
03265993	P12-B	NON	2000	2000
03265993	P12-B	NON	2001	2001
03265993	P12-B	NON	2002	2002
03265993	P12-B	NON	2003	2003
03265993	P12-B	NON	2004	2004
03265993	P12-B	NON	2005	2005
03265993	P12-B	NON	2006	2006
03265993	P12-B	NON	2007	2007
03265993	P12-B	NON	2008	2008
03265993	P12-B	NON	2009	2009
03265993	P12-B	NON	2010	2010
03265993	P12-B	NON	2011	2011
03265993	P12-B	NON	2012	2012
03265993	P12-B	NON	2013	2013
03265993	P12-B	NON	2014	2014
03265993	P12-B	NON	2015	2015
03265993	P12-B	NON	2016	2016
03265993	P12-B	NON	2017	2017
03265993	P12-B	NON	2018	2018
03265993	P12-B	NON	2019	2019
03265993	P12-B	NON	2020	2020
03265993	P12-B	NON	2021	2021
03265993	P12-B	NON	2022	2022
03265993	P12-B	NON	2023	2023
03265993	P12-B	NON	2024	2024
03265993	P12-B	NON	2025	2025
03269438	TP12-B	NON	1990	1990
03269438	TP12-B	NON	1991	1991
03269438	TP12-B	NON	1992	1992
03269438	TP12-B	NON	1993	1993
03269438	TP12-B	NON	1994	1994
03269438	TP12-B	NON	1995	1995
03269438	TP12-B	NON	1996	1996
03269438	TP12-B	NON	1997	1997
03269438	TP12-B	NON	1998	1998
03269438	TP12-B	NON	1999	1999
03269438	TP12-B	NON	2000	2000
03269438	TP12-B	NON	2001	2001
03269438	TP12-B	NON	2002	2002
03269438	TP12-B	NON	2003	2003
03269438	TP12-B	NON	2004	2004
03269438	TP12-B	NON	2005	2005
03269438	TP12-B	NON	2006	2006
03269438	TP12-B	NON	2007	2007
03269438	TP12-B	NON	2008	2008
03269438	TP12-B	NON	2009	2009
03269438	TP12-B	NON	2010	2010
03269438	TP12-B	NON	2011	2011
03269438	TP12-B	NON	2012	2012
03269438	TP12-B	NON	2013	2013
03269438	TP12-B	NON	2014	2014
03269438	TP12-B	NON	2015	2015
03269438	TP12-B	NON	2016	2016
03269438	TP12-B	NON	2017	2017
03269438	TP12-B	NON	2018	2018
03269438	TP12-B	NON	2019	2019
03269438	TP12-B	NON	2020	2020
03269438	TP12-B	NON	2021	2021
03269438	TP12-B	NON	2022	2022
03269438	TP12-B	NON	2023	2023
03269438	TP12-B	NON	2024	2024
03269438	TP12-B	NON	2025	2025
03270000	P12-B	NON	1983	1983
03270000	P12-B	NON	1984	1984
03270000	P12-B	NON	1985	1985
03270000	P12-B	NON	1986	1986
03270000	P12-B	NON	1987	1987
03270000	P12-B	NON	1988	1988
03270000	P12-B	NON	1989	1989
03270000	P12-B	NON	1990	1990
03270000	P12-B	NON	1991	1991
03270000	P12-B	NON	1992	1992
03270000	P12-B	NON	1993	1993
03270000	P12-B	NON	1994	1994
03270000	P12-B	NON	1995	1995
03270000	P12-B	NON	1996	1996
03270000	P12-B	NON	1997	1997
03270000	P12-B	NON	1998	1998
03270000	P12-B	NON	1999	1999
03270000	P12-B	NON	2000	2000
03270000	P12-B	NON	2001	2001
03270000	P12-B	NON	2002	2002
03270000	P12-B	NON	2003	2003
03270000	P12-B	NON	2004	2004
03270000	P12-B	NON	2005	2005
03270000	P12-B	NON	2006	2006
03270000	P12-B	NON	2007	2007
03270000	P12-B	NON	2008	2008
03270000	P12-B	NON	2009	2009
03270000	P12-B	NON	2010	2010
03270000	P12-B	NON	2011	2011
03270000	P12-B	NON	2012	2012
03270000	P12-B	NON	2013	2013
03270000	P12-B	NON	2014	2014
03270000	P12-B	NON	2015	2015
03270000	P12-B	NON	2016	2016
03270000	P12-B	NON	2017	2017
03270000	P12-B	NON	2018	2018
03270000	P12-B	NON	2019	2019
03270000	P12-B	NON	2020	2020
03270000	P12-B	NON	2021	2021
03270000	P12-B	NON	2022	2022
03270000	P12-B	NON	2023	2023
03270000	P12-B	NON	2024	2024
03270000	P12-B	NON	2025	2025
03270390	TP12-B	NON	2005	2005
03270390	TP12-B	NON	2006	2006
03270390	TP12-B	NON	2007	2007
03270390	TP12-B	NON	2008	2008
03270390	TP12-B	NON	2009	2009
03270390	TP12-B	NON	2010	2010
03270390	TP12-B	NON	2011	2011
03270390	TP12-B	NON	2012	2012
03270390	TP12-B	NON	2013	2013
03270390	TP12-B	NON	2014	2014
03270390	TP12-B	NON	2015	2015
03270390	TP12-B	NON	2016	2016
03270390	TP12-B	NON	2017	2017
03270390	TP12-B	NON	2018	2018
03270390	TP12-B	NON	2019	2019
03270390	TP12-B	NON	2020	2020
03270390	TP12-B	NON	2021	2021
03270390	TP12-B	NON	2022	2022
03270390	TP12-B	NON	2023	2023
03270390	TP12-B	NON	2024	2024
03270390	TP12-B	NON	2025	2025
03271000	M12-B	NON	2010	2010
03271000	M12-B	NON	2011	2011
03271000	M12-B	NON	2012	2012
03271000	M12-B	NON	2013	2013
03271000	M12-B	NON	2014	2014
03271000	M12-B	NON	2015	2015
03271000	M12-B	NON	2016	2016
03271000	M12-B	NON	2017	2017
03271000	M12-B	NON	2018	2018
03271000	M12-B	NON	2019	2019
03271000	M12-B	NON	2020	2020
03271000	M12-B	NON	2021	2021
03271000	M12-B	NON	2022	2022
03271000	M12-B	NON	2023	2023
03271000	M12-B	NON	2024	2024
03271000	M12-B	NON	2025	2025
03271415	TP12-B	NON	1988	1988
03271415	TP12-B	NON	1989	1989
03271415	TP12-B	NON	1990	1990
03271415	TP12-B	NON	1991	1991
03271415	TP12-B	NON	1992	1992
03271415	TP12-B	NON	1993	1993
03271415	TP12-B	NON	1994	1994
03271415	TP12-B	NON	1995	1995
03271415	TP12-B	NON	1996	1996
03271415	TP12-B	NON	1997	1997
03271415	TP12-B	NON	1998	1998
03271415	TP12-B	NON	1999	1999
03271415	TP12-B	NON	2000	2000
03271415	TP12-B	NON	2001	2001
03271415	TP12-B	NON	2002	2002
03271415	TP12-B	NON	2003	2003
03271415	TP12-B	NON	2004	2004
03271415	TP12-B	NON	2005	2005
03271415	TP12-B	NON	2006	2006
03271415	TP12-B	NON	2007	2007
03271415	TP12-B	NON	2008	2008
03271415	TP12-B	NON	2009	2009
03271415	TP12-B	NON	2010	2010
03271415	TP12-B	NON	2011	2011
03271415	TP12-B	NON	2012	2012
03271415	TP12-B	NON	2013	2013
03271415	TP12-B	NON	2014	2014
03271415	TP12-B	NON	2015	2015
03271415	TP12-B	NON	2016	2016
03271415	TP12-B	NON	2017	2017
03271415	TP12-B	NON	2018	2018
03271415	TP12-B	NON	2019	2019
03271415	TP12-B	NON	2020	2020
03271415	TP12-B	NON	2021	2021
03271415	TP12-B	NON	2022	2022
03271415	TP12-B	NON	2023	2023
03271415	TP12-B	NON	2024	2024
03271965	P12-B	NON	2008	2008
03271965	P12-B	NON	2009	2009
03271965	P12-B	NON	2010	2010
03271965	P12-B	NON	2011	2011
03271965	P12-B	NON	2012	2012
03271965	P12-B	NON	2013	2013
03271965	P12-B	NON	2014	2014
03271965	P12-B	NON	2015	2015
03271965	P12-B	NON	2016	2016
03271965	P12-B	NON	2017	2017
03271965	P12-B	NON	2018	2018
03271965	P12-B	NON	2019	2019
03271965	P12-B	NON	2020	2020
03271965	P12-B	NON	2021	2021
03271965	P12-B	NON	2022	2022
03271965	P12-B	NON	2023	2023
03271965	P12-B	NON	2024	2024
03272685	M12-B	NON	1990	1990
03272685	M12-B	NON	1991	1991
03272685	M12-B	NON	1992	1992
03272685	M12-B	NON	1993	1993
03272685	M12-B	NON	1994	1994
03272685	M12-B	NON	1995	1995
03272685	M12-B	NON	1996	1996
03272685	M12-B	NON	1997	1997
03272685	M12-B	NON	1998	1998
03272685	M12-B	NON	1999	1999
03272685	M12-B	NON	2000	2000
03272685	M12-B	NON	2001	2001
03272685	M12-B	NON	2002	2002
03272685	M12-B	NON	2003	2003
03272685	M12-B	NON	2004	2004
03272685	M12-B	NON	2005	2005
03272685	M12-B	NON	2006	2006
03272685	M12-B	NON	2007	2007
03272685	M12-B	NON	2008	2008
03272685	M12-B	NON	2009	2009
03272685	M12-B	NON	2010	2010
03272685	M12-B	NON	2011	2011
03272685	M12-B	NON	2012	2012
03272685	M12-B	NON	2013	2013
03272685	M12-B	NON	2014	2014
03272685	M12-B	NON	2015	2015
03272685	M12-B	NON	2016	2016
03272685	M12-B	NON	2017	2017
03272685	M12-B	NON	2018	2018
03272685	M12-B	NON	2019	2019
03272685	M12-B	NON	2020	2020
03272685	M12-B	NON	2021	2021
03272685	M12-B	NON	2022	2022
03272685	M12-B	NON	2023	2023
03272685	M12-B	NON	2024	2024
03272685	M12-B	NON	2025	2025
04110700	P9	NON	1990	1990
04110700	P9	NON	1991	1991
04110700	P9	NON	1992	1992
04110700	P9	NON	1993	1993
04110700	P9	NON	1994	1994
04110700	P9	NON	1995	1995
04110700	P9	NON	1996	1996
04110700	P9	NON	1997	1997
04110700	P9	NON	1998	1998
04110700	P9	NON	1999	1999
04110700	P9	NON	2000	2000
04110700	P9	NON	2001	2001
04110700	P9	NON	2002	2002
04110700	P9	NON	2003	2003
04110700	P9	NON	2004	2004
04110700	P9	NON	2005	2005
04110700	P9	NON	2006	2006
04110700	P9	NON	2007	2007
04110700	P9	NON	2008	2008
04110700	P9	NON	2009	2009
04110700	P9	NON	2010	2010
04110700	P9	NON	2011	2011
04110700	P9	NON	2012	2012
04110700	P9	NON	2013	2013
04110700	P9	NON	2014	2014
04110700	P9	NON	2015	2015
04110700	P9	NON	2016	2016
04110700	P9	NON	2017	2017
04110700	P9	NON	2018	2018
04110700	P9	NON	2019	2019
04110700	P9	NON	2020	2020
04110700	P9	NON	2021	2021
04110700	P9	NON	2022	2022
04110700	P9	NON	2023	2023
04110700	P9	NON	2024	2024
04110700	P9	NON	2025	2025
04111000	M9	NON	1976	1976
04111000	M9	NON	1977	1977
04111000	M9	NON	1978	1978
04111000	M9	NON	1979	1979
04111000	M9	NON	1980	1980
04111000	M9	NON	1981	1981
04111000	M9	NON	1982	1982
04111000	M9	NON	1983	1983
04111000	M9	NON	1984	1984
04111000	M9	NON	1985	1985
04111000	M9	NON	1986	1986
04111000	M9	NON	1987	1987
04111000	M9	NON	1988	1988
04111000	M9	NON	1989	1989
04111000	M9	NON	1990	1990
04111000	M9	NON	1991	1991
04111000	M9	NON	1992	1992
04111000	M9	NON	1993	1993
04111000	M9	NON	1994	1994
04111000	M9	NON	1995	1995
04111000	M9	NON	1996	1996
04111000	M9	NON	1997	1997
04111000	M9	NON	1998	1998
04111000	M9	NON	1999	1999
04111000	M9	NON	2000	2000
04111000	M9	NON	2001	2001
04111000	M9	NON	2002	2002
04111000	M9	NON	2003	2003
04111000	M9	NON	2004	2004
04111000	M9	NON	2005	2005
04111000	M9	NON	2006	2006
04111000	M9	NON	2007	2007
04111000	M9	NON	2008	2008
04111000	M9	NON	2009	2009
04111000	M9	NON	2010	2010
04111000	M9	NON	2011	2011
04111000	M9	NON	2012	2012
04111000	M9	NON	2013	2013
04111000	M9	NON	2014	2014
04111000	M9	NON	2015	2015
04111000	M9	NON	2016	2016
04111000	M9	NON	2017	2017
04111000	M9	NON	2018	2018
04111000	M9	NON	2019	2019
04111000	M9	NON	2020	2020
04111000	M9	NON	2021	2021
04111000	M9	NON	2022	2022
04111000	M9	NON	2023	2023
04111000	M9	NON	2024	2024
04115580	M9	NON	1990	1990
04115580	M9	NON	1991	1991
04115580	M9	NON	1992	1992
04115580	M9	NON	1993	1993
04115580	M9	NON	1994	1994
04115580	M9	NON	1995	1995
04115580	M9	NON	1996	1996
04115580	M9	NON	1997	1997
04115580	M9	NON	1998	1998
04115580	M9	NON	1999	1999
04115580	M9	NON	2000	2000
04115580	M9	NON	2001	2001
04115580	M9	NON	2002	2002
04115580	M9	NON	2003	2003
04115580	M9	NON	2004	2004
04115580	M9	NON	2005	2005
04115580	M9	NON	2006	2006
04115580	M9	NON	2007	2007
04115580	M9	NON	2008	2008
04115580	M9	NON	2009	2009
04115580	M9	NON	2010	2010
04115580	M9	NON	2011	2011
04115580	M9	NON	2012	2012
04115580	M9	NON	2013	2013
04115580	M9	NON	2014	2014
04115580	M9	NON	2015	2015
04115580	M9	NON	2016	2016
04115580	M9	NON	2017	2017
04115580	M9	NON	2018	2018
04115580	M9	NON	2019	2019
04115580	M9	NON	2020	2020
04115580	M9	NON	2021	2021
04115580	M9	NON	2022	2022
04115580	M9	NON	2023	2023
04115580	M9	NON	2024	2024
04115580	M9	NON	2025	2025
04115675	P9	NON	1990	1990
04115675	P9	NON	1991	1991
04115675	P9	NON	1992	1992
04115675	P9	NON	1993	1993
04115675	P9	NON	1994	1994
04115675	P9	NON	1995	1995
04115675	P9	NON	1996	1996
04115675	P9	NON	1997	1997
04115675	P9	NON	1998	1998
04115675	P9	NON	1999	1999
04115675	P9	NON	2000	2000
04115675	P9	NON	2001	2001
04115675	P9	NON	2002	2002
04115675	P9	NON	2003	2003
04115675	P9	NON	2004	2004
04115675	P9	NON	2005	2005
04115675	P9	NON	2006	2006
04115675	P9	NON	2007	2007
04115675	P9	NON	2008	2008
04115675	P9	NON	2009	2009
04115675	P9	NON	2010	2010
04115675	P9	NON	2011	2011
04115675	P9	NON	2012	2012
04115675	P9	NON	2013	2013
04115675	P9	NON	2014	2014
04115675	P9	NON	2015	2015
04115675	P9	NON	2016	2016
04115675	P9	NON	2017	2017
04115675	P9	NON	2018	2018
04115675	P9	NON	2019	2019
04115675	P9	NON	2020	2020
04115675	P9	NON	2021	2021
04115675	P9	NON	2022	2022
04115675	P9	NON	2023	2023
04115675	P9	NON	2024	2024
04115675	P9	NON	2025	2025
04123100	P12-B	NON	1986	1986
04123100	P12-B	NON	1987	1987
04123100	P12-B	NON	1988	1988
04123100	P12-B	NON	1989	1989
04123100	P12-B	NON	1990	1990
04123100	P12-B	NON	1991	1991
04123100	P12-B	NON	1992	1992
04123100	P12-B	NON	1993	1993
04123100	P12-B	NON	1994	1994
04123100	P12-B	NON	1995	1995
04123100	P12-B	NON	1996	1996
04123100	P12-B	NON	1997	1997
04123100	P12-B	NON	1998	1998
04123100	P12-B	NON	1999	1999
04123100	P12-B	NON	2000	2000
04123100	P12-B	NON	2001	2001
04123100	P12-B	NON	2002	2002
04123100	P12-B	NON	2003	2003
04123100	P12-B	NON	2004	2004
04123100	P12-B	NON	2005	2005
04123100	P12-B	NON	2006	2006
04123100	P12-B	NON	2007	2007
04123100	P12-B	NON	2008	2008
04123100	P12-B	NON	2009	2009
04123100	P12-B	NON	2010	2010
04123100	P12-B	NON	2011	2011
04123100	P12-B	NON	2012	2012
04123100	P12-B	NON	2013	2013
04123100	P12-B	NON	2014	2014
04123100	P12-B	NON	2015	2015
04123100	P12-B	NON	2016	2016
04123100	P12-B	NON	2017	2017
04123100	P12-B	NON	2018	2018
04123100	P12-B	NON	2019	2019
04123100	P12-B	NON	2020	2020
04123100	P12-B	NON	2021	2021
04123100	P12-B	NON	2022	2022
04123100	P12-B	NON	2023	2023
04123100	P12-B	NON	2024	2024
04123100	P12-B	NON	2025	2025
04123755	P12-B	NON	1986	1986
04123755	P12-B	NON	1987	1987
04123755	P12-B	NON	1988	1988
04123755	P12-B	NON	1989	1989
04123755	P12-B	NON	1990	1990
04123755	P12-B	NON	1991	1991
04123755	P12-B	NON	1992	1992
04123755	P12-B	NON	1993	1993
04123755	P12-B	NON	1994	1994
04123755	P12-B	NON	1995	1995
04123755	P12-B	NON	1996	1996
04123755	P12-B	NON	1997	1997
04123755	P12-B	NON	1998	1998
04123755	P12-B	NON	1999	1999
04123755	P12-B	NON	2000	2000
04123755	P12-B	NON	2001	2001
04123755	P12-B	NON	2002	2002
04123755	P12-B	NON	2003	2003
04123755	P12-B	NON	2004	2004
04123755	P12-B	NON	2005	2005
04123755	P12-B	NON	2006	2006
04123755	P12-B	NON	2007	2007
04123755	P12-B	NON	2008	2008
04123755	P12-B	NON	2009	2009
04123755	P12-B	NON	2010	2010
04123755	P12-B	NON	2011	2011
04123755	P12-B	NON	2012	2012
04123755	P12-B	NON	2013	2013
04123755	P12-B	NON	2014	2014
04123755	P12-B	NON	2015	2015
04123755	P12-B	NON	2016	2016
04123755	P12-B	NON	2017	2017
04123755	P12-B	NON	2018	2018
04123755	P12-B	NON	2019	2019
04123755	P12-B	NON	2020	2020
04123755	P12-B	NON	2021	2021
04123755	P12-B	NON	2022	2022
04123755	P12-B	NON	2023	2023
04123755	P12-B	NON	2024	2024
04123755	P12-B	NON	2025	2025
04123760	P12-B	NON	1990	1990
04123760	P12-B	NON	1991	1991
04123760	P12-B	NON	1992	1992
04123760	P12-B	NON	1993	1993
04123760	P12-B	NON	1994	1994
04123760	P12-B	NON	1995	1995
04123760	P12-B	NON	1996	1996
04123760	P12-B	NON	1997	1997
04123760	P12-B	NON	1998	1998
04123760	P12-B	NON	1999	1999
04123760	P12-B	NON	2000	2000
04123760	P12-B	NON	2001	2001
04123760	P12-B	NON	2002	2002
04123760	P12-B	NON	2003	2003
04123760	P12-B	NON	2004	2004
04123760	P12-B	NON	2005	2005
04123760	P12-B	NON	2006	2006
04123760	P12-B	NON	2007	2007
04123760	P12-B	NON	2008	2008
04123760	P12-B	NON	2009	2009
04123760	P12-B	NON	2010	2010
04123760	P12-B	NON	2011	2011
04123760	P12-B	NON	2012	2012
04123760	P12-B	NON	2013	2013
04123760	P12-B	NON	2014	2014
04123760	P12-B	NON	2015	2015
04123760	P12-B	NON	2016	2016
04123760	P12-B	NON	2017	2017
04123760	P12-B	NON	2018	2018
04123760	P12-B	NON	2019	2019
04123760	P12-B	NON	2020	2020
04123760	P12-B	NON	2021	2021
04123760	P12-B	NON	2022	2022
04123760	P12-B	NON	2023	2023
04123760	P12-B	NON	2024	2024
04123760	P12-B	NON	2025	2025
