CODE_STATION	TYPO_NATIONALE	TG_BV	PERIODE_DEBUT	PERIODE_FIN
03174000	TG9	OUI	1995	1995
03174000	TG9	OUI	1996	1996
03174000	TG9	OUI	1997	1997
03174000	TG9	OUI	1998	1998
03174000	TG9	OUI	1999	1999
03174000	TG9	OUI	2000	2000
03174000	TG9	OUI	2001	2001
03174000	TG9	OUI	2002	2002
03174000	TG9	OUI	2003	2003
03174000	TG9	OUI	2004	2004
03174000	TG9	OUI	2005	2005
03174000	TG9	OUI	2006	2006
03174000	TG9	OUI	2007	2007
03174000	TG9	OUI	2008	2008
03174000	TG9	OUI	2009	2009
03174000	TG9	OUI	2010	2010
03174000	TG9	OUI	2011	2011
03174000	TG9	OUI	2012	2012
03174000	TG9	OUI	2013	2013
03174000	TG9	OUI	2014	2014
03174000	TG9	OUI	2015	2015
03174000	TG9	OUI	2016	2016
03174000	TG9	OUI	2017	2017
03174000	TG9	OUI	2018	2018
03174000	TG9	OUI	2019	2019
03174000	TG9	OUI	2020	2020
03174000	TG9	OUI	2021	2021
03174000	TG9	OUI	2022	2022
03174000	TG9	OUI	2023	2023
03174000	TG9	OUI	2024	2024
03174000	TG9	OUI	2025	2025
03174695	TP9	NON	1995	1995
03174695	TP9	NON	1996	1996
03174695	TP9	NON	1997	1997
03174695	TP9	NON	1998	1998
03174695	TP9	NON	1999	1999
03174695	TP9	NON	2000	2000
03174695	TP9	NON	2001	2001
03174695	TP9	NON	2002	2002
03174695	TP9	NON	2003	2003
03174695	TP9	NON	2004	2004
03174695	TP9	NON	2005	2005
03174695	TP9	NON	2006	2006
03174695	TP9	NON	2007	2007
03174695	TP9	NON	2008	2008
03174695	TP9	NON	2009	2009
03174695	TP9	NON	2010	2010
03174695	TP9	NON	2011	2011
03174695	TP9	NON	2012	2012
03174695	TP9	NON	2013	2013
03174695	TP9	NON	2014	2014
03174695	TP9	NON	2015	2015
03174695	TP9	NON	2016	2016
03174695	TP9	NON	2017	2017
03174695	TP9	NON	2018	2018
03174695	TP9	NON	2019	2019
03174695	TP9	NON	2020	2020
03174695	TP9	NON	2021	2021
03174695	TP9	NON	2022	2022
03174695	TP9	NON	2023	2023
03174695	TP9	NON	2024	2024
03174695	TP9	NON	2025	2025
03175000	P9-A	NON	2008	2008
03175000	P9-A	NON	2009	2009
03175000	P9-A	NON	2010	2010
03175000	P9-A	NON	2011	2011
03175000	P9-A	NON	2012	2012
03175000	P9-A	NON	2013	2013
03175000	P9-A	NON	2014	2014
03175000	P9-A	NON	2015	2015
03175000	P9-A	NON	2016	2016
03175000	P9-A	NON	2017	2017
03175000	P9-A	NON	2018	2018
03175000	P9-A	NON	2019	2019
03175000	P9-A	NON	2020	2020
03175000	P9-A	NON	2021	2021
03175000	P9-A	NON	2022	2022
03175000	P9-A	NON	2023	2023
03175000	P9-A	NON	2024	2024
03176945	P9-A	NON	2008	2008
03176945	P9-A	NON	2009	2009
03176945	P9-A	NON	2010	2010
03176945	P9-A	NON	2011	2011
03176945	P9-A	NON	2012	2012
03176945	P9-A	NON	2013	2013
03176945	P9-A	NON	2014	2014
03176945	P9-A	NON	2015	2015
03176945	P9-A	NON	2016	2016
03176945	P9-A	NON	2017	2017
03176945	P9-A	NON	2018	2018
03176945	P9-A	NON	2019	2019
03176945	P9-A	NON	2020	2020
03176945	P9-A	NON	2021	2021
03176945	P9-A	NON	2022	2022
03176945	P9-A	NON	2023	2023
03176945	P9-A	NON	2024	2024
03178000	M9-A	NON	1986	1986
03178000	M9-A	NON	1987	1987
03178000	M9-A	NON	1988	1988
03178000	M9-A	NON	1989	1989
03178000	M9-A	NON	1990	1990
03178000	M9-A	NON	1991	1991
03178000	M9-A	NON	1992	1992
03178000	M9-A	NON	1993	1993
03178000	M9-A	NON	1994	1994
03178000	M9-A	NON	1995	1995
03178000	M9-A	NON	1996	1996
03178000	M9-A	NON	1997	1997
03178000	M9-A	NON	1998	1998
03178000	M9-A	NON	1999	1999
03178000	M9-A	NON	2000	2000
03178000	M9-A	NON	2001	2001
03178000	M9-A	NON	2002	2002
03178000	M9-A	NON	2003	2003
03178000	M9-A	NON	2004	2004
03178000	M9-A	NON	2005	2005
03178000	M9-A	NON	2006	2006
03178000	M9-A	NON	2007	2007
03178000	M9-A	NON	2008	2008
03178000	M9-A	NON	2009	2009
03178000	M9-A	NON	2010	2010
03178000	M9-A	NON	2011	2011
03178000	M9-A	NON	2012	2012
03178000	M9-A	NON	2013	2013
03178000	M9-A	NON	2014	2014
03178000	M9-A	NON	2015	2015
03178000	M9-A	NON	2016	2016
03178000	M9-A	NON	2017	2017
03178000	M9-A	NON	2018	2018
03178000	M9-A	NON	2019	2019
03178000	M9-A	NON	2020	2020
03178000	M9-A	NON	2021	2021
03178000	M9-A	NON	2022	2022
03178000	M9-A	NON	2023	2023
03178000	M9-A	NON	2024	2024
03178000	M9-A	NON	2025	2025
03178660	P9-A	NON	2012	2012
03178660	P9-A	NON	2013	2013
03178660	P9-A	NON	2014	2014
03178660	P9-A	NON	2015	2015
03178660	P9-A	NON	2016	2016
03178660	P9-A	NON	2017	2017
03178660	P9-A	NON	2018	2018
03178660	P9-A	NON	2019	2019
03178660	P9-A	NON	2020	2020
03178660	P9-A	NON	2021	2021
03178660	P9-A	NON	2022	2022
03178660	P9-A	NON	2023	2023
03178660	P9-A	NON	2024	2024
03178660	P9-A	NON	2025	2025
03178835	P9-A	NON	2012	2012
03178835	P9-A	NON	2013	2013
03178835	P9-A	NON	2014	2014
03178835	P9-A	NON	2015	2015
03178835	P9-A	NON	2016	2016
03178835	P9-A	NON	2017	2017
03178835	P9-A	NON	2018	2018
03178835	P9-A	NON	2019	2019
03178835	P9-A	NON	2020	2020
03178835	P9-A	NON	2021	2021
03178835	P9-A	NON	2022	2022
03178835	P9-A	NON	2023	2023
03178835	P9-A	NON	2024	2024
03178835	P9-A	NON	2025	2025
03180100	M9-A	NON	1985	1985
03180100	M9-A	NON	1986	1986
03180100	M9-A	NON	1987	1987
03180100	M9-A	NON	1988	1988
03180100	M9-A	NON	1989	1989
03180100	M9-A	NON	1990	1990
03180100	M9-A	NON	1991	1991
03180100	M9-A	NON	1992	1992
03180100	M9-A	NON	1993	1993
03180100	M9-A	NON	1994	1994
03180100	M9-A	NON	1995	1995
03180100	M9-A	NON	1996	1996
03180100	M9-A	NON	1997	1997
03180100	M9-A	NON	1998	1998
03180100	M9-A	NON	1999	1999
03180100	M9-A	NON	2000	2000
03180100	M9-A	NON	2001	2001
03180100	M9-A	NON	2002	2002
03180100	M9-A	NON	2003	2003
03180100	M9-A	NON	2004	2004
03180100	M9-A	NON	2005	2005
03180100	M9-A	NON	2006	2006
03180100	M9-A	NON	2007	2007
03180100	M9-A	NON	2008	2008
03180100	M9-A	NON	2009	2009
03180100	M9-A	NON	2010	2010
03180100	M9-A	NON	2011	2011
03180100	M9-A	NON	2012	2012
03180100	M9-A	NON	2013	2013
03180100	M9-A	NON	2014	2014
03180100	M9-A	NON	2015	2015
03180100	M9-A	NON	2016	2016
03180100	M9-A	NON	2017	2017
03180100	M9-A	NON	2018	2018
03180100	M9-A	NON	2019	2019
03180100	M9-A	NON	2020	2020
03180100	M9-A	NON	2021	2021
03180100	M9-A	NON	2022	2022
03180100	M9-A	NON	2023	2023
03180100	M9-A	NON	2024	2024
03180100	M9-A	NON	2025	2025
03190300	M9	NON	2008	2008
03190300	M9	NON	2009	2009
03190300	M9	NON	2010	2010
03190300	M9	NON	2011	2011
03190300	M9	NON	2012	2012
03190300	M9	NON	2013	2013
03190300	M9	NON	2014	2014
03190300	M9	NON	2015	2015
03190300	M9	NON	2016	2016
03190300	M9	NON	2017	2017
03190300	M9	NON	2018	2018
03190300	M9	NON	2019	2019
03190300	M9	NON	2020	2020
03190300	M9	NON	2021	2021
03190300	M9	NON	2022	2022
03190300	M9	NON	2023	2023
03190300	M9	NON	2024	2024
03191700	M9	NON	2007	2007
03191700	M9	NON	2008	2008
03191700	M9	NON	2009	2009
03191700	M9	NON	2010	2010
03191700	M9	NON	2011	2011
03191700	M9	NON	2012	2012
03191700	M9	NON	2013	2013
03191700	M9	NON	2014	2014
03191700	M9	NON	2015	2015
03191700	M9	NON	2016	2016
03191700	M9	NON	2017	2017
03191700	M9	NON	2018	2018
03191700	M9	NON	2019	2019
03191700	M9	NON	2020	2020
03191700	M9	NON	2021	2021
03191700	M9	NON	2022	2022
03191700	M9	NON	2023	2023
03191700	M9	NON	2024	2024
03191700	M9	NON	2025	2025
03194620	M9	NON	1995	1995
03194620	M9	NON	1996	1996
03194620	M9	NON	1997	1997
03194620	M9	NON	1998	1998
03194620	M9	NON	1999	1999
03194620	M9	NON	2000	2000
03194620	M9	NON	2001	2001
03194620	M9	NON	2002	2002
03194620	M9	NON	2003	2003
03194620	M9	NON	2004	2004
03194620	M9	NON	2005	2005
03194620	M9	NON	2006	2006
03194620	M9	NON	2007	2007
03194620	M9	NON	2008	2008
03194620	M9	NON	2009	2009
03194620	M9	NON	2010	2010
03194620	M9	NON	2011	2011
03194620	M9	NON	2012	2012
03194620	M9	NON	2013	2013
03194620	M9	NON	2014	2014
03194620	M9	NON	2015	2015
03194620	M9	NON	2016	2016
03194620	M9	NON	2017	2017
03194620	M9	NON	2018	2018
03194620	M9	NON	2019	2019
03194620	M9	NON	2020	2020
03194620	M9	NON	2021	2021
03194620	M9	NON	2022	2022
03194620	M9	NON	2023	2023
03194620	M9	NON	2024	2024
03194620	M9	NON	2025	2025
03197000	P9	NON	2008	2008
03197000	P9	NON	2009	2009
03197000	P9	NON	2010	2010
03197000	P9	NON	2011	2011
03197000	P9	NON	2012	2012
03197000	P9	NON	2013	2013
03197000	P9	NON	2014	2014
03197000	P9	NON	2015	2015
03197000	P9	NON	2016	2016
03197000	P9	NON	2017	2017
03197000	P9	NON	2018	2018
03197000	P9	NON	2019	2019
03197000	P9	NON	2020	2020
03197000	P9	NON	2021	2021
03197000	P9	NON	2022	2022
03197000	P9	NON	2023	2023
03197000	P9	NON	2024	2024
03198530	P9-A	NON	2007	2007
03198530	P9-A	NON	2008	2008
03198530	P9-A	NON	2009	2009
03198530	P9-A	NON	2010	2010
03198530	P9-A	NON	2011	2011
03198530	P9-A	NON	2012	2012
03198530	P9-A	NON	2013	2013
03198530	P9-A	NON	2014	2014
03198530	P9-A	NON	2015	2015
03198530	P9-A	NON	2016	2016
03198530	P9-A	NON	2017	2017
03198530	P9-A	NON	2018	2018
03198530	P9-A	NON	2019	2019
03198530	P9-A	NON	2020	2020
03198530	P9-A	NON	2021	2021
03198530	P9-A	NON	2022	2022
03198530	P9-A	NON	2023	2023
03198530	P9-A	NON	2024	2024
03199200	M9-A	NON	1984	1984
03199200	M9-A	NON	1985	1985
03199200	M9-A	NON	1986	1986
03199200	M9-A	NON	1987	1987
03199200	M9-A	NON	1988	1988
03199200	M9-A	NON	1989	1989
03199200	M9-A	NON	1990	1990
03199200	M9-A	NON	1991	1991
03199200	M9-A	NON	1992	1992
03199200	M9-A	NON	1993	1993
03199200	M9-A	NON	1994	1994
03199200	M9-A	NON	1995	1995
03199200	M9-A	NON	1996	1996
03199200	M9-A	NON	1997	1997
03199200	M9-A	NON	1998	1998
03199200	M9-A	NON	1999	1999
03199200	M9-A	NON	2000	2000
03199200	M9-A	NON	2001	2001
03199200	M9-A	NON	2002	2002
03199200	M9-A	NON	2003	2003
03199200	M9-A	NON	2004	2004
03199200	M9-A	NON	2005	2005
03199200	M9-A	NON	2006	2006
03199200	M9-A	NON	2007	2007
03199200	M9-A	NON	2008	2008
03199200	M9-A	NON	2009	2009
03199200	M9-A	NON	2010	2010
03199200	M9-A	NON	2011	2011
03199200	M9-A	NON	2012	2012
03199200	M9-A	NON	2013	2013
03199200	M9-A	NON	2014	2014
03199200	M9-A	NON	2015	2015
03199200	M9-A	NON	2016	2016
03199200	M9-A	NON	2017	2017
03199200	M9-A	NON	2018	2018
03199200	M9-A	NON	2019	2019
03199200	M9-A	NON	2020	2020
03199200	M9-A	NON	2021	2021
03199200	M9-A	NON	2022	2022
03199200	M9-A	NON	2023	2023
03199200	M9-A	NON	2024	2024
03199200	M9-A	NON	2025	2025
03202250	P9-A	NON	2008	2008
03202250	P9-A	NON	2009	2009
03202250	P9-A	NON	2010	2010
03202250	P9-A	NON	2011	2011
03202250	P9-A	NON	2012	2012
03202250	P9-A	NON	2013	2013
03202250	P9-A	NON	2014	2014
03202250	P9-A	NON	2015	2015
03202250	P9-A	NON	2016	2016
03202250	P9-A	NON	2017	2017
03202250	P9-A	NON	2018	2018
03202250	P9-A	NON	2019	2019
03202250	P9-A	NON	2020	2020
03202250	P9-A	NON	2021	2021
03202250	P9-A	NON	2022	2022
03202250	P9-A	NON	2023	2023
03202250	P9-A	NON	2024	2024
03204000	P9-A	NON	2007	2007
03204000	P9-A	NON	2008	2008
03204000	P9-A	NON	2009	2009
03204000	P9-A	NON	2010	2010
03204000	P9-A	NON	2011	2011
03204000	P9-A	NON	2012	2012
03204000	P9-A	NON	2013	2013
03204000	P9-A	NON	2014	2014
03204000	P9-A	NON	2015	2015
03204000	P9-A	NON	2016	2016
03204000	P9-A	NON	2017	2017
03204000	P9-A	NON	2018	2018
03204000	P9-A	NON	2019	2019
03204000	P9-A	NON	2020	2020
03204000	P9-A	NON	2021	2021
03204000	P9-A	NON	2022	2022
03204000	P9-A	NON	2023	2023
03204000	P9-A	NON	2024	2024
03204000	P9-A	NON	2025	2025
03205000	P9-A	NON	2008	2008
03205000	P9-A	NON	2009	2009
03205000	P9-A	NON	2010	2010
03205000	P9-A	NON	2011	2011
03205000	P9-A	NON	2012	2012
03205000	P9-A	NON	2013	2013
03205000	P9-A	NON	2014	2014
03205000	P9-A	NON	2015	2015
03205000	P9-A	NON	2016	2016
03205000	P9-A	NON	2017	2017
03205000	P9-A	NON	2018	2018
03205000	P9-A	NON	2019	2019
03205000	P9-A	NON	2020	2020
03205000	P9-A	NON	2021	2021
03205000	P9-A	NON	2022	2022
03205000	P9-A	NON	2023	2023
03205000	P9-A	NON	2024	2024
03207020	P9-A	NON	2007	2007
03207020	P9-A	NON	2008	2008
03207020	P9-A	NON	2009	2009
03207020	P9-A	NON	2010	2010
03207020	P9-A	NON	2011	2011
03207020	P9-A	NON	2012	2012
03207020	P9-A	NON	2013	2013
03207020	P9-A	NON	2014	2014
03207020	P9-A	NON	2015	2015
03207020	P9-A	NON	2016	2016
03207020	P9-A	NON	2017	2017
03207020	P9-A	NON	2018	2018
03207020	P9-A	NON	2019	2019
03207020	P9-A	NON	2020	2020
03207020	P9-A	NON	2021	2021
03207020	P9-A	NON	2022	2022
03207020	P9-A	NON	2023	2023
03207020	P9-A	NON	2024	2024
03207020	P9-A	NON	2025	2025
03212090	P9-A	NON	2008	2008
03212090	P9-A	NON	2009	2009
03212090	P9-A	NON	2010	2010
03212090	P9-A	NON	2011	2011
03212090	P9-A	NON	2012	2012
03212090	P9-A	NON	2013	2013
03212090	P9-A	NON	2014	2014
03212090	P9-A	NON	2015	2015
03212090	P9-A	NON	2016	2016
03212090	P9-A	NON	2017	2017
03212090	P9-A	NON	2018	2018
03212090	P9-A	NON	2019	2019
03212090	P9-A	NON	2020	2020
03212090	P9-A	NON	2021	2021
03212090	P9-A	NON	2022	2022
03212090	P9-A	NON	2023	2023
03212090	P9-A	NON	2024	2024
03214240	P9-A	NON	1995	1995
03214240	P9-A	NON	1996	1996
03214240	P9-A	NON	1997	1997
03214240	P9-A	NON	1998	1998
03214240	P9-A	NON	1999	1999
03214240	P9-A	NON	2000	2000
03214240	P9-A	NON	2001	2001
03214240	P9-A	NON	2002	2002
03214240	P9-A	NON	2003	2003
03214240	P9-A	NON	2004	2004
03214240	P9-A	NON	2005	2005
03214240	P9-A	NON	2006	2006
03214240	P9-A	NON	2007	2007
03214240	P9-A	NON	2008	2008
03214240	P9-A	NON	2009	2009
03214240	P9-A	NON	2010	2010
03214240	P9-A	NON	2011	2011
03214240	P9-A	NON	2012	2012
03214240	P9-A	NON	2013	2013
03214240	P9-A	NON	2014	2014
03214240	P9-A	NON	2015	2015
03214240	P9-A	NON	2016	2016
03214240	P9-A	NON	2017	2017
03214240	P9-A	NON	2018	2018
03214240	P9-A	NON	2019	2019
03214240	P9-A	NON	2020	2020
03214240	P9-A	NON	2021	2021
03214240	P9-A	NON	2022	2022
03214240	P9-A	NON	2023	2023
03214240	P9-A	NON	2024	2024
03214240	P9-A	NON	2025	2025
03216000	P9-A	NON	2008	2008
03216000	P9-A	NON	2009	2009
03216000	P9-A	NON	2010	2010
03216000	P9-A	NON	2011	2011
03216000	P9-A	NON	2012	2012
03216000	P9-A	NON	2013	2013
03216000	P9-A	NON	2014	2014
03216000	P9-A	NON	2015	2015
03216000	P9-A	NON	2016	2016
03216000	P9-A	NON	2017	2017
03216000	P9-A	NON	2018	2018
03216000	P9-A	NON	2019	2019
03216000	P9-A	NON	2020	2020
03216000	P9-A	NON	2021	2021
03216000	P9-A	NON	2022	2022
03216000	P9-A	NON	2023	2023
03216000	P9-A	NON	2024	2024
03217000	P9-A	NON	1995	1995
03217000	P9-A	NON	1996	1996
03217000	P9-A	NON	1997	1997
03217000	P9-A	NON	1998	1998
03217000	P9-A	NON	1999	1999
03217000	P9-A	NON	2000	2000
03217000	P9-A	NON	2001	2001
03217000	P9-A	NON	2002	2002
03217000	P9-A	NON	2003	2003
03217000	P9-A	NON	2004	2004
03217000	P9-A	NON	2005	2005
03217000	P9-A	NON	2006	2006
03217000	P9-A	NON	2007	2007
03217000	P9-A	NON	2008	2008
03217000	P9-A	NON	2009	2009
03217000	P9-A	NON	2010	2010
03217000	P9-A	NON	2011	2011
03217000	P9-A	NON	2012	2012
03217000	P9-A	NON	2013	2013
03217000	P9-A	NON	2014	2014
03217000	P9-A	NON	2015	2015
03217000	P9-A	NON	2016	2016
03217000	P9-A	NON	2017	2017
03217000	P9-A	NON	2018	2018
03217000	P9-A	NON	2019	2019
03217000	P9-A	NON	2020	2020
03217000	P9-A	NON	2021	2021
03217000	P9-A	NON	2022	2022
03217000	P9-A	NON	2023	2023
03217000	P9-A	NON	2024	2024
03217000	P9-A	NON	2025	2025
03217400	P9-A	NON	2008	2008
03217400	P9-A	NON	2009	2009
03217400	P9-A	NON	2010	2010
03217400	P9-A	NON	2011	2011
03217400	P9-A	NON	2012	2012
03217400	P9-A	NON	2013	2013
03217400	P9-A	NON	2014	2014
03217400	P9-A	NON	2015	2015
03217400	P9-A	NON	2016	2016
03217400	P9-A	NON	2017	2017
03217400	P9-A	NON	2018	2018
03217400	P9-A	NON	2019	2019
03217400	P9-A	NON	2020	2020
03217400	P9-A	NON	2021	2021
03217400	P9-A	NON	2022	2022
03217400	P9-A	NON	2023	2023
03217400	P9-A	NON	2024	2024
03219780	M9	NON	2007	2007
03219780	M9	NON	2008	2008
03219780	M9	NON	2009	2009
03219780	M9	NON	2010	2010
03219780	M9	NON	2011	2011
03219780	M9	NON	2012	2012
03219780	M9	NON	2013	2013
03219780	M9	NON	2014	2014
03219780	M9	NON	2015	2015
03219780	M9	NON	2016	2016
03219780	M9	NON	2017	2017
03219780	M9	NON	2018	2018
03219780	M9	NON	2019	2019
03219780	M9	NON	2020	2020
03219780	M9	NON	2021	2021
03219780	M9	NON	2022	2022
03219780	M9	NON	2023	2023
03219780	M9	NON	2024	2024
03219780	M9	NON	2025	2025
03221500	M9-A	NON	2008	2008
03221500	M9-A	NON	2009	2009
03221500	M9-A	NON	2010	2010
03221500	M9-A	NON	2011	2011
03221500	M9-A	NON	2012	2012
03221500	M9-A	NON	2013	2013
03221500	M9-A	NON	2014	2014
03221500	M9-A	NON	2015	2015
03221500	M9-A	NON	2016	2016
03221500	M9-A	NON	2017	2017
03221500	M9-A	NON	2018	2018
03221500	M9-A	NON	2019	2019
03221500	M9-A	NON	2020	2020
03221500	M9-A	NON	2021	2021
03221500	M9-A	NON	2022	2022
03221500	M9-A	NON	2023	2023
03221500	M9-A	NON	2024	2024
03222418	TP9	NON	2016	2016
03222418	TP9	NON	2017	2017
03222418	TP9	NON	2018	2018
03222418	TP9	NON	2019	2019
03222418	TP9	NON	2020	2020
03222418	TP9	NON	2021	2021
03222418	TP9	NON	2022	2022
03222418	TP9	NON	2023	2023
03222418	TP9	NON	2024	2024
03222418	TP9	NON	2025	2025
03222780	TP9	NON	1985	1985
03222780	TP9	NON	1986	1986
03222780	TP9	NON	1987	1987
03222780	TP9	NON	1988	1988
03222780	TP9	NON	1989	1989
03222780	TP9	NON	1990	1990
03222780	TP9	NON	1991	1991
03222780	TP9	NON	1992	1992
03222780	TP9	NON	1993	1993
03222780	TP9	NON	1994	1994
03222780	TP9	NON	1995	1995
03222780	TP9	NON	1996	1996
03222780	TP9	NON	1997	1997
03222780	TP9	NON	1998	1998
03222780	TP9	NON	1999	1999
03222780	TP9	NON	2000	2000
03222780	TP9	NON	2001	2001
03222780	TP9	NON	2002	2002
03222780	TP9	NON	2003	2003
03222780	TP9	NON	2004	2004
03222780	TP9	NON	2005	2005
03222780	TP9	NON	2006	2006
03222780	TP9	NON	2007	2007
03222780	TP9	NON	2008	2008
03222780	TP9	NON	2009	2009
03222780	TP9	NON	2010	2010
03222780	TP9	NON	2011	2011
03222780	TP9	NON	2012	2012
03222780	TP9	NON	2013	2013
03222780	TP9	NON	2014	2014
03222780	TP9	NON	2015	2015
03222780	TP9	NON	2016	2016
03222780	TP9	NON	2017	2017
03222780	TP9	NON	2018	2018
03222780	TP9	NON	2019	2019
03222780	TP9	NON	2020	2020
03222780	TP9	NON	2021	2021
03222780	TP9	NON	2022	2022
03222780	TP9	NON	2023	2023
03222780	TP9	NON	2024	2024
03222780	TP9	NON	2025	2025
03223200	P9	NON	1986	1986
03223200	P9	NON	1987	1987
03223200	P9	NON	1988	1988
03223200	P9	NON	1989	1989
03223200	P9	NON	1990	1990
03223200	P9	NON	1991	1991
03223200	P9	NON	1992	1992
03223200	P9	NON	1993	1993
03223200	P9	NON	1994	1994
03223200	P9	NON	1995	1995
03223200	P9	NON	1996	1996
03223200	P9	NON	1997	1997
03223200	P9	NON	1998	1998
03223200	P9	NON	1999	1999
03223200	P9	NON	2000	2000
03223200	P9	NON	2001	2001
03223200	P9	NON	2002	2002
03223200	P9	NON	2003	2003
03223200	P9	NON	2004	2004
03223200	P9	NON	2005	2005
03223200	P9	NON	2006	2006
03223200	P9	NON	2007	2007
03223200	P9	NON	2008	2008
03223200	P9	NON	2009	2009
03223200	P9	NON	2010	2010
03223200	P9	NON	2011	2011
03223200	P9	NON	2012	2012
03223200	P9	NON	2013	2013
03223200	P9	NON	2014	2014
03223200	P9	NON	2015	2015
03223200	P9	NON	2016	2016
03223200	P9	NON	2017	2017
03223200	P9	NON	2018	2018
03223200	P9	NON	2019	2019
03223200	P9	NON	2020	2020
03223200	P9	NON	2021	2021
03223200	P9	NON	2022	2022
03223200	P9	NON	2023	2023
03223200	P9	NON	2024	2024
03226000	P9	NON	2005	2005
03226000	P9	NON	2006	2006
03226000	P9	NON	2007	2007
03226000	P9	NON	2008	2008
03226000	P9	NON	2009	2009
03226000	P9	NON	2010	2010
03226000	P9	NON	2011	2011
03226000	P9	NON	2012	2012
03226000	P9	NON	2013	2013
03226000	P9	NON	2014	2014
03226000	P9	NON	2015	2015
03226000	P9	NON	2016	2016
03226000	P9	NON	2017	2017
03226000	P9	NON	2018	2018
03226000	P9	NON	2019	2019
03226000	P9	NON	2020	2020
03226000	P9	NON	2021	2021
03226000	P9	NON	2022	2022
03226000	P9	NON	2023	2023
03226000	P9	NON	2024	2024
03226000	P9	NON	2025	2025
03226300	P9	NON	1990	1990
03226300	P9	NON	1991	1991
03226300	P9	NON	1992	1992
03226300	P9	NON	1993	1993
03226300	P9	NON	1994	1994
03226300	P9	NON	1995	1995
03226300	P9	NON	1996	1996
03226300	P9	NON	1997	1997
03226300	P9	NON	1998	1998
03226300	P9	NON	1999	1999
03226300	P9	NON	2000	2000
03226300	P9	NON	2001	2001
03226300	P9	NON	2002	2002
03226300	P9	NON	2003	2003
03226300	P9	NON	2004	2004
03226300	P9	NON	2005	2005
03226300	P9	NON	2006	2006
03226300	P9	NON	2007	2007
03226300	P9	NON	2008	2008
03226300	P9	NON	2009	2009
03226300	P9	NON	2010	2010
03226300	P9	NON	2011	2011
03226300	P9	NON	2012	2012
03226300	P9	NON	2013	2013
03226300	P9	NON	2014	2014
03226300	P9	NON	2015	2015
03226300	P9	NON	2016	2016
03226300	P9	NON	2017	2017
03226300	P9	NON	2018	2018
03226300	P9	NON	2019	2019
03226300	P9	NON	2020	2020
03226300	P9	NON	2021	2021
03226300	P9	NON	2022	2022
03226300	P9	NON	2023	2023
03226300	P9	NON	2024	2024
03226300	P9	NON	2025	2025
03226540	P9	NON	2008	2008
03226540	P9	NON	2009	2009
03226540	P9	NON	2010	2010
03226540	P9	NON	2011	2011
03226540	P9	NON	2012	2012
03226540	P9	NON	2013	2013
03226540	P9	NON	2014	2014
03226540	P9	NON	2015	2015
03226540	P9	NON	2016	2016
03226540	P9	NON	2017	2017
03226540	P9	NON	2018	2018
03226540	P9	NON	2019	2019
03226540	P9	NON	2020	2020
03226540	P9	NON	2021	2021
03226540	P9	NON	2022	2022
03226540	P9	NON	2023	2023
03226540	P9	NON	2024	2024
03226540	P9	NON	2025	2025
03226640	TP9	NON	2012	2012
03226640	TP9	NON	2013	2013
03226640	TP9	NON	2014	2014
03226640	TP9	NON	2015	2015
03226640	TP9	NON	2016	2016
03226640	TP9	NON	2017	2017
03226640	TP9	NON	2018	2018
03226640	TP9	NON	2019	2019
03226640	TP9	NON	2020	2020
03226640	TP9	NON	2021	2021
03226640	TP9	NON	2022	2022
03226640	TP9	NON	2023	2023
03226640	TP9	NON	2024	2024
03226640	TP9	NON	2025	2025
03227100	P9	NON	2008	2008
03227100	P9	NON	2009	2009
03227100	P9	NON	2010	2010
03227100	P9	NON	2011	2011
03227100	P9	NON	2012	2012
03227100	P9	NON	2013	2013
03227100	P9	NON	2014	2014
03227100	P9	NON	2015	2015
03227100	P9	NON	2016	2016
03227100	P9	NON	2017	2017
03227100	P9	NON	2018	2018
03227100	P9	NON	2019	2019
03227100	P9	NON	2020	2020
03227100	P9	NON	2021	2021
03227100	P9	NON	2022	2022
03227100	P9	NON	2023	2023
03227100	P9	NON	2024	2024
03227296	TP9	NON	1988	1988
03227296	TP9	NON	1989	1989
03227296	TP9	NON	1990	1990
03227296	TP9	NON	1991	1991
03227296	TP9	NON	1992	1992
03227296	TP9	NON	1993	1993
03227296	TP9	NON	1994	1994
03227296	TP9	NON	1995	1995
03227296	TP9	NON	1996	1996
03227296	TP9	NON	1997	1997
03227296	TP9	NON	1998	1998
03227296	TP9	NON	1999	1999
03227296	TP9	NON	2000	2000
03227296	TP9	NON	2001	2001
03227296	TP9	NON	2002	2002
03227296	TP9	NON	2003	2003
03227296	TP9	NON	2004	2004
03227296	TP9	NON	2005	2005
03227296	TP9	NON	2006	2006
03227296	TP9	NON	2007	2007
03227296	TP9	NON	2008	2008
03227296	TP9	NON	2009	2009
03227296	TP9	NON	2010	2010
03227296	TP9	NON	2011	2011
03227296	TP9	NON	2012	2012
03227296	TP9	NON	2013	2013
03227296	TP9	NON	2014	2014
03227296	TP9	NON	2015	2015
03227296	TP9	NON	2016	2016
03227296	TP9	NON	2017	2017
03227296	TP9	NON	2018	2018
03227296	TP9	NON	2019	2019
03227296	TP9	NON	2020	2020
03227296	TP9	NON	2021	2021
03227296	TP9	NON	2022	2022
03227296	TP9	NON	2023	2023
03227296	TP9	NON	2024	2024
03227296	TP9	NON	2025	2025
03227475	TP9	NON	1989	1989
03227475	TP9	NON	1990	1990
03227475	TP9	NON	1991	1991
03227475	TP9	NON	1992	1992
